LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(pixel),(pixel),(pixel),(sec),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID177841,177841,55,7202.42626953125,82.83708548709808,99.38279771963381,0.0,114.0,114,1.5,1,,6920.333333333333,6745.0,3229.0,10930.0,145327.0,2269.003533124912,1280.7619047619048,1261.0,588.0,2172.0,26896.0,483.91227559981417,0.2738498420583797,1.3113423724345843,0.28228843861740166,1.1653036931245364
ID177838,177838,54,4378.16064453125,75.125700408641,81.07148196229869,0.0,114.0,114,1.5,1,,3696.714285714286,3225.0,2314.0,6203.0,77631.0,1194.8395767992095,1999.1904761904761,1870.0,1014.0,2852.0,41983.0,533.2444672987821,0.31217119024377876,1.4721043775102172,0.21492649612223633,1.3264710216618292
ID177839,177839,48,4129.677734375,97.43059234739347,86.43241952354991,0.0,114.0,114,1.5,1,,3672.3333333333335,3846.0,1611.0,5936.0,77119.0,1371.5128265289147,1249.2857142857142,1272.0,267.0,2427.0,26235.0,694.830205363666,0.30026702860599264,1.2366514556235366,0.20065902382096518,0.600969021421394
ID177837,177837,,1681.1461181640625,68.56266028538823,65.52647893502126,0.0,114.0,114,1.5,1,,1561.6190476190477,1652.0,681.0,2467.0,32794.0,575.4639411979239,1093.047619047619,1048.0,488.0,1820.0,22954.0,425.66342057903876,0.28552248605952507,1.2054456005470024,0.3217781872624669,1.250261240363399
ID177830,177830,48,4155.0751953125,97.46257753934805,86.41398110970675,0.0,115.0,115,1.5,1,,3666.6666666666665,3872.0,1575.0,5920.0,77000.0,1394.9380392452324,1239.4761904761904,1244.0,282.0,2349.0,26029.0,687.8063404075031,0.3006756756756757,1.2152784192159158,0.2000806846670316,0.6008924238801774
ID177831,177831,53,4188.3720703125,71.77408744247683,93.4286053805705,0.0,115.0,115,1.5,1,,3685.8571428571427,3611.0,1715.0,6047.0,77403.0,1319.7577537455234,1297.1904761904761,1076.0,256.0,3042.0,27241.0,901.9280247917579,0.3018069439626627,1.2949616771982622,0.16540907073375508,0.4082656047429157
ID177829,177829,54,4496.41064453125,75.13037663993987,81.08864714930748,0.0,115.0,115,1.5,1,,3740.7619047619046,3268.0,2361.0,6278.0,78556.0,1231.4876737004681,1959.5238095238096,1786.0,1021.0,2803.0,41150.0,513.7273225211619,0.3162069160510944,1.4595103840691932,0.20902730594781205,1.3189088726765419
ID177832,177832,55,7252.25830078125,82.85390268891067,99.40638866034723,0.0,115.0,115,1.5,1,,6880.0,6622.0,3276.0,10718.0,144480.0,2254.0783482390316,1272.1904761904761,1215.0,617.0,2155.0,26716.0,478.7558479065941,0.28168194141814007,1.3416158072853526,0.28255781855714646,1.1708423437513449
ID177847,177847,54,4474.408203125,75.15092722302579,81.06583301427769,0.0,116.0,116,1.5,1,,3757.3333333333335,3364.0,2295.0,6291.0,78904.0,1225.684189884708,1972.7619047619048,1788.0,1046.0,2882.0,41428.0,526.048562849658,0.31566419748969327,1.4709957143575332,0.21039829957562436,1.3037452846902677
ID177850,177850,55,7229.60498046875,82.83088215036322,99.39274081691485,0.0,116.0,116,1.5,1,,6876.571428571428,6687.0,3357.0,10935.0,144408.0,2219.7837185507187,1257.7142857142858,1248.0,584.0,2159.0,26412.0,477.12892836812387,0.2793281241694573,1.3527701450201135,0.2796279137370324,1.1520545889107623
ID177848,177848,48,4135.34423828125,97.43897344851065,86.43459106700867,0.0,116.0,116,1.5,1,,3639.7619047619046,3771.0,1554.0,5919.0,76435.0,1388.91453677906,1245.1904761904761,1255.0,278.0,2400.0,26149.0,692.4610183286579,0.3021211533997866,1.216066114966858,0.19865003466591796,0.5960280500299602
ID177849,177849,,4169.57373046875,71.71664926443961,93.4514290792127,0.0,116.0,116,1.5,1,,3687.095238095238,3652.0,1740.0,5930.0,77429.0,1326.8712787893896,1302.5714285714287,1005.0,260.0,3063.0,27354.0,908.6043457648973,0.30111452325039173,1.2861799523253685,0.16232452156731525,0.4004178829511872
ID177851,177851,54,4428.73095703125,75.11021757270285,81.07288462279153,0.0,117.0,117,1.5,1,,3719.190476190476,3285.0,2291.0,6234.0,78103.0,1209.0087931461715,1973.6666666666667,1800.0,1013.0,2875.0,41447.0,526.8799989877518,0.31515314799535254,1.474328557890551,0.2120379136524972,1.3106580723053354
ID177854,177854,,5164.25830078125,82.4555180381445,99.36374803675272,0.0,117.0,117,1.5,1,,5078.285714285715,5510.0,2101.0,7887.0,106644.0,1836.6847073696983,1157.4285714285713,1198.0,339.0,2133.0,24306.0,566.0482816358134,0.26231312808494023,1.1491201620521803,0.250791200308761,0.8199704375067413
ID177855,177855,,2451.582275390625,83.66180943506902,104.94515153726604,0.0,117.0,117,1.5,1,,2500.4285714285716,2584.0,1098.0,4004.0,52509.0,912.2690705832666,939.3809523809524,863.0,339.0,1712.0,19727.0,433.9283899666483,0.22291703056768558,0.999235267275485,0.2411699475426855,0.8412897893995419
ID177852,177852,58,4135.0322265625,97.43632623099938,86.3805457188736,0.0,117.0,117,1.5,1,,3656.190476190476,3831.0,1640.0,5905.0,76780.0,1366.650819304171,1198.5714285714287,1255.0,277.0,2280.0,25170.0,651.3114901050474,0.2973648859863302,1.2263905273923423,0.20215643078466147,0.6189160624083685
ID177853,177853,,4045.210693359375,71.14357556362411,94.14329858761805,0.0,117.0,117,1.5,1,,3777.3809523809523,3501.0,2167.0,5966.0,79325.0,1122.2754330462053,1770.4285714285713,1720.0,687.0,3056.0,37179.0,720.6083937499321,0.28172760561730353,1.4796363485407924,0.29642366786531543,1.1235050130960524
ID177858,177858,57,4202.99951171875,81.98121550436815,99.26928112206723,0.0,118.0,118,1.5,1,,3785.3809523809523,3666.0,1882.0,6314.0,79493.0,1328.154564656933,1171.857142857143,1168.0,343.0,2202.0,24609.0,580.140438662423,0.2753313947658678,1.2306191044673822,0.25437724596681704,0.8192597561058446
ID177859,177859,,3977.52587890625,83.62708652223355,104.87911107096217,0.0,118.0,118,1.5,1,,3737.8571428571427,4024.0,1703.0,6051.0,78495.0,1330.7284202914689,953.2857142857143,869.0,297.0,1826.0,20019.0,453.46037785644984,0.26809113874971974,1.187668544245953,0.24226840108905598,0.8199645365468616
ID177856,177856,58,4159.99267578125,97.46295939986037,86.4062740743923,0.0,118.0,118,1.5,1,,3652.3809523809523,3817.0,1637.0,5976.0,76700.0,1382.7638799227607,1205.7142857142858,1294.0,268.0,2361.0,25320.0,654.011172905872,0.30127094471507126,1.2230594141979245,0.19639946133673541,0.6052758106536451
ID177857,177857,,874.0036010742188,70.61913396103236,94.71271198788155,0.0,118.0,118,1.5,1,,850.0952380952381,844.0,458.0,1315.0,17852.0,272.3260738089367,1607.1904761904761,1526.0,370.0,3119.0,33751.0,860.663036213803,0.26799904111656647,1.319540332914849,0.23801226971361497,0.718023389496043
ID177870,177870,56,3971.47802734375,83.58780711807763,104.79939168513879,0.0,119.0,119,1.5,1,,3718.095238095238,3983.0,1634.0,5967.0,78080.0,1357.864275425269,953.0952380952381,863.0,334.0,1689.0,20015.0,437.4212963221961,0.2707816250966351,1.166923556500191,0.2438823547690443,0.8544122071340735
ID177868,177868,,774.1911010742188,97.43276527762178,86.29572584414666,0.0,119.0,119,1.5,1,,754.8571428571429,793.0,385.0,1206.0,15852.0,249.71669662124833,1203.8095238095239,1205.0,285.0,2299.0,25280.0,650.8131543728676,0.2611354754020108,1.2518471815734535,0.19810426540284365,0.6116889854183235
ID177869,177869,57,4136.23046875,82.00308596279274,99.30347771345545,0.0,119.0,119,1.5,1,,3774.4761904761904,3696.0,1867.0,6170.0,79264.0,1320.5968582064556,1146.3809523809523,1166.0,335.0,2112.0,24074.0,566.2147539750687,0.27583563540080114,1.2358679510641248,0.2500778897081732,0.8100577801030993
ID177872,177872,56,4023.486572265625,83.59790518611065,104.82506921486872,0.0,120.0,120,1.5,1,,3746.0476190476193,4027.0,1663.0,6116.0,78667.0,1354.1439168785007,945.047619047619,894.0,329.0,1728.0,19846.0,434.4964299266999,0.272362621810683,1.1843363801824036,0.24338632625890827,0.8515057086627984
ID177871,177871,57,4098.421875,82.02453606967656,99.33321149383471,0.0,120.0,120,1.5,1,,3781.6666666666665,3689.0,1829.0,6093.0,79415.0,1333.2217870006975,1158.5714285714287,1144.0,350.0,2196.0,24330.0,570.715478275171,0.2752999460026938,1.2246292378895294,0.24910956662366926,0.8096979325910934
ID177860,177860,57,4131.794921875,81.98835963240315,99.32577645270412,0.0,121.0,121,1.5,1,,3802.095238095238,3711.0,1903.0,6133.0,79844.0,1330.8147468660657,1153.1904761904761,1176.0,327.0,2076.0,24217.0,560.3358474207785,0.2752773657194538,1.2333923038740269,0.24904743177290517,0.8207025299841537
ID177861,177861,56,4055.4619140625,83.5752079834037,104.82801960005355,0.0,121.0,121,1.5,1,,3743.7619047619046,3919.0,1752.0,6067.0,78619.0,1369.8949924998597,942.7619047619048,881.0,353.0,1682.0,19798.0,429.37534917155,0.27388875611168945,1.1751508999938898,0.24078716470293307,0.8521792473898416
ID177866,177866,57,4136.69482421875,81.98696222960702,99.28982163970909,0.0,122.0,122,1.5,1,,3767.3809523809523,3728.0,1894.0,6164.0,79115.0,1316.0301089333207,1149.3809523809523,1205.0,331.0,2117.0,24137.0,558.3144701859765,0.27555976541244276,1.2368547529337475,0.25103499212822883,0.8261899595225564
ID177867,177867,56,3991.04931640625,83.57828936596187,104.85056072559195,0.0,122.0,122,1.5,1,,3711.1428571428573,3934.0,1653.0,5951.0,77934.0,1360.6091387946167,960.0,879.0,336.0,1775.0,20160.0,446.13932801312194,0.27176374117272695,1.1657068759486302,0.24692675233102934,0.8522321656948897
ID177865,177865,59,1004.6016235351562,69.41212466372416,66.33622794244052,0.0,122.0,122,1.5,1,,926.3809523809524,946.0,424.0,1490.0,19454.0,330.9873828698726,1015.952380952381,935.0,442.0,1779.0,21335.0,396.2123769129981,0.27388660156665656,1.2035058093191642,0.32323412436912247,1.2527252226757863
ID177862,177862,59,4212.796875,69.4326927516428,66.36536321099499,0.0,123.0,123,1.5,1,,3679.9523809523807,3782.0,1670.0,6080.0,77279.0,1366.7877844124332,977.7142857142857,989.0,471.0,1717.0,20532.0,376.122871261127,0.3014725540761012,1.247337192750908,0.3146685235431123,1.2443691943444084
ID177863,177863,,2682.563720703125,81.97159748315909,99.22318202703406,0.0,123.0,123,1.5,1,,2527.6666666666665,2469.0,1254.0,4142.0,53081.0,886.1994884524214,1163.8095238095239,1140.0,309.0,2135.0,24440.0,580.4622829303916,0.2561989338602895,1.1634218062169006,0.2539442292398861,0.8120785212800467
ID177864,177864,56,4108.43798828125,83.5753047575395,104.81730335573278,0.0,123.0,123,1.5,1,,3722.714285714286,3861.0,1698.0,6043.0,78177.0,1347.9974830413128,936.2857142857143,840.0,319.0,1762.0,19662.0,435.4070673355157,0.2833547767524609,1.219507363941032,0.23961510272596168,0.8313238641929612
ID177874,177874,,1390.7818603515625,65.44591897290341,79.2908882249926,0.0,124.0,124,1.5,1,,1275.904761904762,1317.0,603.0,2048.0,26794.0,451.0363516128057,1124.2380952380952,1003.0,255.0,2231.0,23609.0,645.6512917017905,0.2842908755384864,1.2523803139130616,0.23424777488792753,0.660942060710992
ID177875,177875,60,4175.48388671875,83.54089122075625,104.7051546827979,0.0,124.0,124,1.5,1,,3666.8571428571427,3649.0,1737.0,5952.0,77004.0,1346.591039837793,948.5714285714286,859.0,327.0,1798.0,19920.0,455.6453194567647,0.3031756911126342,1.267008918571428,0.24779779662211365,0.8268492705009539
ID177873,177873,59,4112.18408203125,69.45158177434399,66.36187309433336,0.0,124.0,124,1.5,1,,3670.2380952380954,3807.0,1719.0,5944.0,77075.0,1338.3401998282015,978.2380952380952,940.0,471.0,1656.0,20543.0,372.2227699593222,0.3010854335826061,1.2692338367215743,0.3133965747348736,1.254209241810372
ID177876,177876,59,4196.4765625,69.44606859291216,66.31732713413383,0.0,125.0,125,1.5,1,,3672.1428571428573,3736.0,1668.0,6031.0,77115.0,1350.5208730602533,971.4761904761905,934.0,475.0,1738.0,20401.0,380.8285203405358,0.30331723517257997,1.2655963486452755,0.31225677805293794,1.2140197192161872
ID177877,177877,60,4142.22802734375,83.55508026507293,104.73031906011013,0.0,125.0,125,1.5,1,,3651.714285714286,3604.0,1771.0,5987.0,76686.0,1315.1135366521455,948.5238095238095,841.0,331.0,1716.0,19919.0,438.5374122064865,0.3003853540042478,1.282833292755976,0.24237510135345847,0.8439308204814638
ID177878,177878,59,4197.84033203125,69.44605528743125,66.3641000926906,0.0,126.0,126,1.5,1,,3659.285714285714,3756.0,1637.0,5932.0,76845.0,1374.6649825632842,1007.0,1029.0,466.0,1696.0,21147.0,387.713811979919,0.30407667146075423,1.2413933734006637,0.312449088835618,1.2366448418895089
ID177879,177879,70,824.4989013671875,76.2259560754676,82.24789860626402,0.0,126.0,126,1.5,1,,780.952380952381,763.0,458.0,1231.0,16400.0,244.11031854275973,1655.4285714285713,1714.0,679.0,2681.0,34764.0,638.0787233115183,0.2732177862313918,1.3730131059902615,0.1703425029351984,0.7552247701379486
ID177880,177880,,7460.1298828125,83.49211185225494,104.21922902801212,0.0,126.0,126,1.5,1,,6749.0,6580.0,3037.0,10828.0,141729.0,2429.7824388203976,1013.9047619047619,1100.0,303.0,1773.0,21292.0,423.34996217809027,0.2951182570196901,1.2658687729173548,0.18017612293963184,0.7312704877557098
ID177882,177882,70,4285.626953125,76.2326486757223,82.28512269496198,0.0,127.0,127,1.5,1,,3728.4285714285716,3559.0,1930.0,6105.0,78297.0,1270.4082639619662,1615.4285714285713,1586.0,652.0,2656.0,33924.0,649.329698337337,0.3081058052551781,1.3825139466423726,0.16277634961439588,0.696542473636782
ID177883,177883,,1326.8201904296875,97.48914672291525,86.43155082257435,0.0,127.0,127,1.5,1,,1242.7142857142858,1283.0,583.0,2027.0,26097.0,448.4796698688964,1168.0,1242.0,293.0,2241.0,24528.0,630.9364468787645,0.2814082380452596,1.2170483195614823,0.19972853500614463,0.6163740564785973
ID177881,177881,59,4145.1845703125,69.46951473145373,66.35661569681164,0.0,127.0,127,1.5,1,,3655.5714285714284,3744.0,1717.0,5939.0,76767.0,1356.157865863284,1026.904761904762,1043.0,460.0,1787.0,21565.0,403.11907729130166,0.3015519795527806,1.2490381096337795,0.3178620262930738,1.22884049781917
ID177884,177884,,2698.22607421875,71.45992686451297,92.89333911841284,0.0,127.0,127,1.5,1,,2356.6666666666665,2226.0,1095.0,3894.0,49490.0,855.3121847216568,1551.8095238095239,1418.0,450.0,2956.0,32588.0,810.3339200013546,0.2989416079946982,1.26823645753521,0.2497555176314932,0.7654105053840748
ID177885,177885,,5935.865234375,83.52608051312485,104.34962159600958,0.0,127.0,127,1.5,1,,5437.333333333333,5748.0,2329.0,8760.0,114184.0,1983.0983418210337,1065.952380952381,1122.0,620.0,1784.0,22385.0,341.01399915406347,0.2892896057630965,1.2304218946635692,0.23245058635687935,1.1791165145498301
ID177891,177891,,1277.1490478515625,69.45047277720147,66.41720159263167,0.0,128.0,128,1.5,1,,1195.3809523809523,1224.0,600.0,1922.0,25103.0,418.68490254491815,1029.2380952380952,1031.0,472.0,1766.0,21614.0,399.81882206343226,0.2801774695292978,1.2497180864599247,0.31545033359452856,1.2346366032328426
ID177894,177894,61,4261.95947265625,71.52692154143598,92.91980289049738,0.0,128.0,128,1.5,1,,3682.190476190476,3518.0,1788.0,6120.0,77326.0,1340.239218163967,1229.3333333333333,989.0,236.0,2868.0,25816.0,854.7644314858528,0.3023737591713423,1.2757406259085007,0.15991777775281651,0.396572643865096
ID177895,177895,62,4259.1171875,83.58315621502736,104.72665677389733,0.0,128.0,128,1.5,1,,3689.2380952380954,3703.0,1700.0,6124.0,77474.0,1357.330096356885,952.0,855.0,339.0,1705.0,19992.0,433.6171122084552,0.3031106438896189,1.2644483564685853,0.24258810367331715,0.8572408128016622
ID177892,177892,63,4381.6337890625,76.28073573999117,82.23680635603004,0.0,128.0,128,1.5,1,,3726.2380952380954,3531.0,1928.0,6291.0,78251.0,1295.9847956192195,1615.952380952381,1582.0,648.0,2650.0,33935.0,630.0374176341018,0.3081841966681434,1.354696962959208,0.1627697803209738,0.7180790442027534
ID177893,177893,64,4121.76416015625,97.42195481744588,86.39875134475493,0.0,128.0,128,1.5,1,,3654.8571428571427,3857.0,1643.0,5894.0,76752.0,1371.645846627849,1165.2857142857142,1199.0,283.0,2222.0,24471.0,624.0843807416704,0.29856484830027785,1.2252746299452353,0.20134759476426292,0.6258883492532531
ID177890,177890,62,4220.63134765625,83.57230520214388,104.72209520696627,0.0,129.0,129,1.5,1,,3674.7619047619046,3651.0,1670.0,6035.0,77170.0,1359.7386478570766,940.5238095238095,844.0,308.0,1744.0,19751.0,439.23861613565117,0.30063350475391903,1.249355985964577,0.24197668660540936,0.8343713001884874
ID177888,177888,64,4085.216552734375,97.44100226297766,86.41498353568245,0.0,129.0,129,1.5,1,,3664.3809523809523,3896.0,1649.0,5969.0,76952.0,1360.127107155448,1168.0,1261.0,273.0,2302.0,24528.0,634.3610170872735,0.2949758933755164,1.2273712828739027,0.206656089731764,0.6306683698951002
ID177889,177889,61,1364.2379150390625,71.51629400349852,92.88856396877392,0.0,129.0,129,1.5,1,,1260.7619047619048,1201.0,638.0,1977.0,26476.0,434.20685217553915,1243.4285714285713,936.0,220.0,2927.0,26112.0,869.854963280004,0.2881739394860879,1.299112002740317,0.16140438662330078,0.39731582556469563
ID177886,177886,65,3034.68115234375,68.60323095650033,65.5004151967121,0.0,129.0,129,1.5,1,,2728.2380952380954,2879.0,1157.0,4449.0,57293.0,1028.840702186782,1022.5238095238095,1006.0,455.0,1763.0,21473.0,402.22874326030194,0.2937848960950246,1.2042912055192678,0.3117788553319843,1.20841568871912
ID177887,177887,63,4400.98291015625,76.27666438288003,82.2701190679725,0.0,129.0,129,1.5,1,,3715.1428571428573,3558.0,1949.0,6123.0,78018.0,1313.552750585765,1606.2380952380952,1608.0,620.0,2657.0,33731.0,641.3893439060166,0.31298673432037066,1.3484150407544973,0.16607321879213188,0.7133324148130076
ID177898,177898,64,3536.14892578125,97.44167194315561,86.38715175392308,0.0,130.0,130,1.5,1,,3126.4285714285716,3283.0,1369.0,5161.0,65655.0,1165.7029454980618,1186.6190476190477,1208.0,249.0,2332.0,24919.0,654.1055324785502,0.2977059630137494,1.2305573141546726,0.20311170389325098,0.6125231205224526
ID177899,177899,,4159.26953125,83.50212072135162,104.72294314020466,0.0,130.0,130,1.5,1,,3693.904761904762,3716.0,1765.0,5979.0,77572.0,1334.5081080593666,958.9047619047619,887.0,296.0,1828.0,20137.0,451.26509999798395,0.2999078341013825,1.2772317981303458,0.24428241509550552,0.8343474927788276
ID177896,177896,65,4119.091796875,68.55350348365957,65.50393923654123,0.0,130.0,130,1.5,1,,3649.904761904762,4004.0,1602.0,5946.0,76648.0,1411.3260397499193,1021.047619047619,969.0,464.0,1702.0,21442.0,405.8404213715628,0.2972222809875394,1.185089463341856,0.31577292147673147,1.2075764451383784
ID177897,177897,63,4317.896484375,76.25280833403264,82.25676061449104,0.0,130.0,130,1.5,1,,3716.0,3613.0,1975.0,6080.0,78036.0,1274.9780782429164,1615.4285714285713,1614.0,649.0,2725.0,33924.0,646.9370580998257,0.30999099796667356,1.3793794587058754,0.16418294597585772,0.7043078633973525
ID177902,177902,,398.8697814941406,83.53713364796697,104.76573975091289,0.0,131.0,131,1.5,1,,441.6666666666667,456.0,249.0,681.0,9275.0,129.63230050158538,938.8095238095239,870.0,325.0,1770.0,19715.0,442.7358827842644,0.2268112826956781,1.2597903699743924,0.2421147136883058,0.8266510790507428
ID177900,177900,65,2103.085205078125,68.5529034276449,65.47937799505847,0.0,131.0,131,1.5,1,,1938.4285714285713,2088.0,833.0,3125.0,40707.0,740.6238972264242,869.4285714285714,809.0,222.0,1762.0,18258.0,509.37172785977947,0.28172672743588534,1.1505743472956547,0.22393162393162389,0.6245789464593839
